 telegram_id,telegram_username,plan,subscription_status,is_active,profile_ready,registered_at,deliveries_total,breakdowns_total,expertise,target_roles,anti_roles,industries_interested,industries_experience,seniority,years_of_experience,work_format,location,location_preferences,min_monthly,salary_expectations,languages,ideal_work_description,additional_context
260887106,allthislight,free,free,False,True,2026-06-25,6,0,"Key Account Management (enterprise B2B), Customer Success Management, Upsell / cross-sell в B2B, Построение долгосрочных партнёрских отношений, Координация кросс-функциональных команд, Работа с AI/LLM-продуктами, HR-tech продукты, Enterprise-решения","Senior Key Account Manager, Customer Success Manager, Lead KAM","Холодные продажи / hunting / BDM без развития существующих клиентов, Роли с преобладанием административной рутины вместо работы с клиентами, Фриланс с постоплатой, Чистый BDM без account management составляющей","HR-tech, AI / LLM, EdTech, HealthTech, InsurTech, Future of Work",,Senior / Lead,,,,"{""notes"": ""Преимущественно ищет в Москве. Не готова к переезду, готова к редким командировкам, время в пути до офиса не более часа."", ""cities"": [""Москва""], ""countries"": [""Россия""], ""remote_ok"": true}",,,Русский — родной,,
5036505765,aritrhn,free,free,True,True,2026-07-10,2,0,"Письменный перевод с английского языка, Письменный перевод с немецкого языка, Перевод художественной литературы, Перевод технических текстов, Перевод субтитров, Военный перевод","Фриланс-переводчик, Штатный переводчик (удалённо)",,,,Junior (2 года опыта),,,,"{""cities"": [], ""countries"": [], ""remote_ok"": true}",,,"Русский — родной, Английский — C1, Немецкий — B2","Письменный перевод художественной литературы и технических текстов с английского и немецкого языков. Также интересны субтитры. Темы — всё подряд, без ограничений по жанрам.",
420630309,senatorous,grandfather,grandfather,False,True,2026-06-17,81,0,"SQL, Python, A/B testing, Statistics, Dashboards (Tableau, Power BI), Metrics/OKRs, Team leadership & mentoring, Stakeholder management, Storytelling with data, Forecasting, Data platform / DWH, Cross-functional collaboration",,,"Fintech, E-commerce",,"Lead / Senior (5 лет опыта, 2 года в управлении командой)",,,,,,,"Русский (native), Английский (C1)",,
581066826,MorozovaAsya,grandfather,grandfather,True,True,2026-06-17,182,0,"Запуск и масштабирование образовательных продуктов (EdTech), Продюсирование онлайн-курсов полного цикла, Управление портфелем продуктов (50+ спецпроектов), Построение кросс-функциональных команд, Разработка воронок продаж и конверсионных цепочек, Маркетинговая стратегия и оптимизация бюджетов, Антикризисное управление и оптимизация процессов, Коллаборации с крупными федеральными брендами, Управление YouTube-продакшеном и контент-стратегия, Вывод образовательных продуктов на международные рынки, Приоритизация гипотез, CJM, ведение бэклога, Работа с SMM и вирусными форматами (Reels), Анализ рынка и юнит-экономика, Генерация гипотез и поиск точек роста, Создание концепции продукта, Ведение и запуск проектов полного цикла, Анализ показателей и результатов","Product Manager, Продюсер спецпроектов, Performance-менеджер, Project Manager, Продакт полного цикла, Продюсер бесплатных продуктов, Продюсер бесплатной воронки",,"EdTech, онлайн-образование, медиа, контент-продукты, православные проекты и НКО, дизайн-студии",,"Senior / Lead (11+ лет в маркетинге, 5+ лет в EdTech)",,,,"{""cities"": [], ""countries"": [], ""remote_ok"": true}",,,"Русский — родной, Английский — B2","Анализировать рынок, генерировать идеи по воронкам продаж и форматам образовательных продуктов, делать спецпроекты и нестандартные коллаборации брендов, управлять проектом от и до.",
6163617493,mkarpova2204,free,free,True,True,2026-07-22,3,0,"Полный цикл рекрутмента (IT, массовый, точечный найм), Построение и управление HR-командой (до 9 человек), Внедрение HR-процессов с нуля (адаптация, Performance Review, eNPS, удержание), Внедрение ATS и HR-инструментов (Huntflow, Яндекс.Трекер, Confluence), HR-аналитика и метрики найма, Разработка систем мотивации и развития персонала, HR-брендинг и EVP, Международный найм (ЛатАм, ОАЭ), Онбординг и снижение оттока на испытательном сроке, Стратегическое HR-планирование","Head of HR, HR Business Partner, HRD (Директор по персоналу), Руководитель отдела персонала",,"IT / SaaS / продуктовые компании, Интернет-компании, Технологические стартапы и IT-холдинги",,"Lead / Head — около 9 лет опыта в HR, из них 5+ лет в управленческих ролях",,,,"{""notes"": ""Не готова к переезду, готова к командировкам"", ""cities"": [""Москва""], ""countries"": [""Россия""], ""remote_ok"": true}",,,"Русский — родной, Английский — C1 (продвинутый)",,
228263599,MAD_MAXIMUUS,free,free,True,True,2026-06-26,7,0,"Kotlin, Java, Dart (Flutter), SQL, Jetpack Compose, Android Views, Clean Architecture, Multi-module Architecture, MVI (MVIKotlin, Badoo Core), MVVM, Kotlin Coroutines, Flow (StateFlow, SharedFlow), RxJava, Dagger 2 / Hilt, Toothpick, Cicerone / Navigation, Retrofit, Gradle, JUnit / Mockk, Firebase Crashlytics, AppMetrica, 2Gis SDK, Memory profiling (LeakCanary, Android Studio Profiler), Публикация релизов в Google Play","Senior Android Developer, Android Developer, Mobile Developer (Android/KMP)","Flutter developer, Поддержка legacy-кода без новых задач, Роли с преобладающим дебаггингом и поиском ошибок, Позиции с однотипной рутинной разработкой, Team Lead (пока не готов)",,,Senior,,,,"{""cities"": [""Москва""], ""countries"": [""Россия"", ""зарубежные компании с релокацией""], ""remote_ok"": true, ""relocation"": true, ""relocation_note"": ""Готов к релокации для зарубежных компаний"", ""business_trips_ok"": true}",,,"Русский (родной), Английский B1 (чтение документации, переписка)","Удалённая работа с хорошей оплатой, интересными нетривиальными задачами и приятным коллективом. Важно, чтобы не было рутины и базовщины — хочется задачи, в которые реально интересно погружаться и разбираться.",
314303018,iam_okkkkk,free,free,True,True,2026-08-12,24,0,"Клиентская коммуникация и аккаунт-менеджмент, Проджект-менеджмент цифровых проектов, Инфлюенсер-маркетинг (подбор от микро до миллионников), Прототипирование веб-продуктов (e-com, промо-сайты, боты, UX-инфопорталы), Управление командами до 10 человек, Менеджмент СММ, видео и фото продакшена, дизайн-команд, Редактура текстов и разработка ТЗ, Систематизация многокомпонентных проектов и рекламных кампаний, Figma, FigJam, таск-менеджеры (Trello, Week), CMS (Laravel, Битрикс), SEO-поддержка контентных сайтов, Разработка ToV и контент-планирование, Talent-рисёрч и менеджмент","Project Manager, Проджект-менеджер в креативном агентстве, Account Manager / PM","Performance-маркетолог, Аналитик, Таргетолог","Digital-агентства, FMCG / ритейл, Медицина и около-медицинские проекты, EdTech, Медиа",,"Middle/Senior (около 5 лет опыта в диджитал, ведущая роль в агентстве)",,,,"{""notes"": ""Удалённый формат обязателен. Редкие выезды на очные встречи и съёмки — ок. Компании из других городов и стран рассматривает, если работа полностью удалённая."", ""cities"": [""Москва""], ""countries"": [""Россия"", ""любые — если удалённо""], ""remote_ok"": true}",,,"Русский — родной, Английский — A2","Хочет продолжать работать менеджером проектов в креативном агентстве. Нравится роль связующего звена между клиентом, креативной командой и продакшном. Участвует в идеях и концепциях, держит руку на пульсе съёмок, отслеживает весь путь проекта. Важно, чтобы были творческие проекты: фотосессии, видеосъёмки, спецпроекты, креативные концепции. Ок с регулярным SMM если есть творческие вкрапления. Не хочет уходить в аналитику и перформанс. Удалённый формат обязателен (ребёнок 3 лет), выезды на съёмки и встречи — ок. Нагрузка несколько проектов параллельно, ежедневная рутина тоже ок.",
5660438875,shahnazaridi,free,free,True,False,2026-06-25,0,0,"Поддержка и консультирование руководителей по вопросам управления, Управление эффективностью и performance management, Развитие талантов и succession planning, Организационный дизайн и проектирование команд, Удержание сотрудников и работа с вовлечённостью, Управление benefits и медицинским страхованием, HR операционка, Executive Search","HRBP, HR Business Partner, HR Generalist, People Partner, Специалист по развитию персонала","Рекрутер, Executive Search Specialist, Sourcer, HR Generalist (с фокусом на рекрутинг), People Partner (с рекрутинговой функцией), Специалист по подбору персонала",,,"Middle (2,5 года суммарного опыта в HR)",,,,"{""notes"": ""Офис или гибрид"", ""cities"": [""Москва""], ""countries"": [""Россия""], ""remote_ok"": false}",,,,"Стратегический HR-партнёр для бизнеса: поддержка и консультирование руководителей по управлению людьми, помощь в решении конфликтов и сложных кадровых решениях. Развитие организационной структуры и проектирование команд. Внедрение и поддержка процессов оценки эффективности, постановки целей и обратной связи. Развитие талантов, succession planning. Работа с вовлечённостью и корпоративной культурой, включая организацию мероприятий.",
453565153,classistrip,free,free,False,True,2026-07-10,21,0,"проектный менеджмент, управление корпоративными клиентами, подготовка коммерческих предложений, бюджетирование и документооборот, аналитика и бенчмаркинг рынков недвижимости, подготовка отчётов и презентаций, пространственный анализ (QGIS), урбанистика и городское планирование, взаимодействие с партнёрами и подрядчиками, Excel, PowerPoint, Figma","операционный менеджер, аккаунт-менеджер, продюсер пространств, менеджер по строительным процессам, менеджер проектов, менеджер спецпроектов","аналитик, data analyst, исследователь рынков","урбанистика и городское планирование, девелопмент и недвижимость, экология и устойчивое развитие, консалтинг, креативные индустрии",,"Junior / Middle (~1,5 года суммарного опыта, выпускница НИУ ВШЭ, Городское планирование, 2025)",,,,"{""cities"": [""Екатеринбург""], ""countries"": [""Россия""], ""remote_ok"": true}",,,"Русский — родной, Английский — B2",,
556020,bamtelegram,grandfather,grandfather,True,True,2026-06-18,22,1,"Построение отделов продаж с нуля (KPI, мотивация, скрипты, регламенты, CRM), Управление командами продаж (до 32 человек), Аудит коммерческой функции и воронок продаж, B2B-продажи (холодные и входящие), Повышение конверсии и маржинальности, Обучение и развитие руководителей продаж, Планирование и аналитика продаж","Руководитель отдела продаж, Head of Sales, Коммерческий директор, Директор по продажам",,"IT / SaaS (опыт в Контуре), Автомобильный бизнес / оптовая торговля (опыт в АК ЭНЕРГИЯ)",,"Senior / Lead — 10 лет в B2B-продажах, из них 5 лет в управлении командами до 32 человек",,,,"{""notes"": ""Екатеринбург (офис рядом с домом) или удалёнка с нормальным часовым поясом. Не готов к переезду. Редкие командировки окей."", ""cities"": [""Екатеринбург""], ""countries"": [""Россия""], ""remote_ok"": true}",,,"Русский — родной, Английский — A1 (начальный)",,
358902713,R_Galaa,free,free,False,True,2026-07-02,79,0,"Figma, Tilda, Adobe (Photoshop/Illustrator), веб-дизайн, редизайн сайтов, создание афиш и визуальных материалов, СММ, стилистика","веб-дизайнер, UI/UX дизайнер","аналитик, data analyst, финансовый аналитик, операционные роли с упором на Excel и таблицы","мода / fashion, EdTech / онлайн-образование",,junior,,,,,,,,"Веб-дизайн, сборка и редизайн сайтов, создание афиш и визуальных материалов. Работа в Figma и Tilda. Акцент на визуальное создание продукта.",
267651211,elyacheba,free,free,True,True,2026-06-25,191,0,"Редактура и копирайтинг, Написание инструкций и регламентов (Confluence), Управление контентом и командой редакторов, Деловая коммуникация и переговоры, Презентации и визуализация информации (Figma, PowerPoint), Работа с партнёрами и заказчиками (b2b, b2c), Онбординг и обучение сотрудников, Продажи и консультирование клиентов, Аналитическое мышление, работа с большим объёмом информации","Редактор, Контент-менеджер, Комьюнити-менеджер, Специалист по внутренним коммуникациям, Event-менеджер (с коммуникационной составляющей), PR-менеджер",,"Спорт, Музыка, Event-индустрия, Entertainment",,"Middle (около 5 лет суммарного опыта, из них ~2 года в редакторской роли с элементами тимлида)",,,,"{""notes"": ""Проживает в Краснодаре, готова работать удалённо на московские и другие компании"", ""cities"": [""Краснодар"", ""Москва""], ""countries"": [""Россия""], ""remote_ok"": true}",,,"Русский — родной, Английский — A2, Испанский — A1","Объединять людей, говорить, доносить идеи и убеждать. Путешествовать. Работа частично за ноутбуком, частично физическая — с выездами, живым общением. Интерес к организации событий и мероприятий в сфере спорта или музыки. Готова остаться в редакторской или смежной роли, но хочет сменить отрасль на более близкую — спорт, музыка, ивент.",
855895472,beingmary,free,free,True,False,2026-07-27,0,0,"Полный цикл рекрутмента (от заявки до онбординга), Точечный подбор IT и GameDev специалистов, Холодный сорсинг (LinkedIn, Telegram, ArtStation, Behance, Boolean/X-ray), Настройка и ведение ATS (PeopleForce), Разработка процессов адаптации и оффбординга, Проведение exit-интервью, Организация корпоративных мероприятий и тимбилдингов, Развитие корпоративной культуры, Работа с корпоративным мерчем, Сбор и анализ обратной связи сотрудников, Ведение корпоративных соцсетей, Документооборот HR, Работа с Google Workspace, Slack, Canva Pro, ChatGPT, Gemini","IT Recruiter, HR Manager, HR Generalist, Event Manager, Recruiter",,"IT, GameDev, разработка ПО",,Middle (4+ года опыта в рекрутменте и HR),,,,"{""cities"": [""Минск""], ""countries"": [""Беларусь""], ""remote_ok"": true, ""relocation"": false, ""business_trips_ok"": true}",,,"Русский — родной, Английский — B1","Хочет общаться с умными людьми и иметь возможность выбирать, с кем работать. Важно разнообразие задач и возможность переключаться между ними. Гибкий график прихода, но стабильные 5 дней в неделю. Желательна возможность ходить в офис. Важны прозрачный фидбек по работе и возможность легко оценивать свой вклад в бизнес.",
1020783064,Katya_uskova,free,free,True,True,2026-07-23,97,0,"Delivery Management, System Analysis, Управление командой разработки и внедрения, Составление дорожных карт и беклога, декомпозиция задач, Сбор требований, написание пользовательских историй, Моделирование процессов (BPMN, UML, DFD, ER), Интеграции с внешними системами (Apache NiFi, Camunda), Администрирование Linux (Docker, docker-compose), Windows Server (IIS), Работа с базами данных (PostgreSQL, MS SQL), REST API, HTTP/HTTPS, Apache Kafka, Ручное тестирование (ФТ и НФТ), Инструменты: Jira, Confluence, Miro, GitLab, Figma, Draw.io, Swagger, Postman, JavaScript, Bash, HTML, XML, JSON, YAML",,,"Промышленные технологии / Industrial Tech, Автоматизация производств",,"Middle / Middle+, ~5 лет опыта",,,,"{""cities"": [], ""geography"": ""Весь мир"", ""remote_ok"": true, ""relocation_ready"": true, ""countries_exclude"": [""Россия"", ""Беларусь""]}",,,"Русский — родной, Английский — B2",,
7289409462,ery_tom,free,free,True,True,2026-07-23,136,0,"Technical Product Management, AI/ML Product Management, Product Discovery, Roadmap & Backlog Management, Feature Prioritization, Cross-functional Leadership, Stakeholder Management, Data Analytics & A/B-тесты, ML-пайплайны, Python, SQL, PyTorch, TensorFlow, Airflow, ClickHouse, PostgreSQL, Scrum/Agile, Product Metrics, Data Engineering","AI Product Manager, Technical Product Manager, ML Product Manager, Project Manager (AI/ML)",,"AI/ML, AdTech, HealthTech, EdTech, FinTech, Automation",,"Middle+ / Senior — 5 лет опыта, управление командами до 14 человек",,,,"{""notes"": ""Строго за рубежом, из России не рассматривает. Важна помощь с релокацией и визой."", ""countries"": [""ЕС"", ""Сербия"", ""США"", ""Китай"", ""Юго-Восточная Азия""], ""remote_ok"": true}",,,"Русский — родной, Английский — C1, Японский — B1","Хочет работать с AI-продуктами: управление продуктом, исследование рынка, управление командами. Технический бэкграунд (ML, аналитика данных) считает своим преимуществом. Важно работать за рубежом, с релокацией и поддержкой визы.",
560178552,leraleralerl,free,free,True,True,2026-08-14,4,1,"B2B коммуникации, Управление репутацией, Антикризисный PR, Копирайтинг и адаптация сложных продуктов для аудитории, Работа с ключевыми клиентами, CRM-системы (Bitrix24, amoCRM), Построение коммуникационных воронок, Работа с входящим потоком обращений (50+ в день)",PR-менеджер,,"Медиа, Финансы, Недвижимость, B2B-компании",,Junior/Middle (2 года 3 месяца опыта),,,,"{""cities"": [""Новосибирск""], ""countries"": [""Россия""], ""remote_ok"": false}",,,"Русский — родной, Английский — B1",,
993689013,elizavettaeng,free,free,True,True,2026-08-17,4,0,"Социологическое мышление и методология, Базовое знание SPSS, Опыт в Google Colab (Python начальный), Административная работа (медицинская клиника), Социальная работа (~2 года), Фотосъёмка (коммерческая, естественный свет), Персональный тренинг (базовый опыт)","Исследователь аудитории / UX-ресёрчер, Маркетинговый аналитик (джун), Аналитик в НКО / госсекторе (джун), Социологический аналитик / исследователь",,"Healthtech / здоровье, Фитнес / спорт, Food delivery / доставка еды, Wellness / образ жизни, НКО / социальный сектор",,Junior / Intern,,,,"{""notes"": ""Предпочтительно гибрид — нужно совмещать с учёбой и написанием диплома"", ""cities"": [""Москва""], ""countries"": [""Россия""], ""remote_ok"": true}",,,"Русский — родной, Английский — B1-B2",,
7104138549,udnosova,free,pro_expired,True,True,2026-06-15,8,0,"партнёрские каналы продаж, кросс-промо, дистрибуция через партнёров, бизнес-девелопмент, партнёрства","Growth Manager, BizDev Manager, New Business Manager, Менеджер по партнёрствам",,,,,,,,,,,,"Развитие бизнеса и усиление продуктов через партнёрства. Интересен креатив: как будет выглядеть продукт, кому он нужен, как задизайнить эксперимент. Важна точка пересечения роста бизнеса и конкретного продуктового эффекта от партнёрств.",
213151115,accumulator_a,grandfather,grandfather,True,True,2026-06-18,7,0,"Гастроэнтерология (амбулаторный приём взрослых и детей), Эндоскопия (плановая и экстренная, диагностическая и оперативная), Эндоскопическая эндосонография с тонкоигольной аспирационной пункцией, Руководство медицинским направлением (контроль качества, ИПР врачей, KPI), Преподавание и методическая работа (НГУ, семинары, journal club), Научная деятельность в молекулярной биологии и фармакологии (патент на изобретение), Написание медицинских статей и руководств (соавтор книги «Младенческая гастроэнтерология»), Организация стационарного лечения в рамках ОМС/ДМС","Врач-гастроэнтеролог, Врач-эндоскопист, Специалист по организации здравоохранения, Аналитик системы здравоохранения, Медицинский эксперт в медтех-проекте, Врач экстренной помощи / стационарный гастроэнтеролог","Медицинский представитель / sales rep, KOL-менеджер с фокусом на продажи, Маркетолог в фарме или медтехе, Лидогенерация и любые воронки продаж","Здравоохранение (стационарное, экстренное), Организация и планирование здравоохранения, Медтех (аналитика систем, не оборудование/продажи), Гуманитарные миссии и международная медицина (MSF, МККК, ВОЗ)",,"Senior / Lead — 11 лет опыта, опыт руководства направлением и заведования отделением",,,,"{""cities"": [""Санкт-Петербург"", ""Москва""], ""countries"": [""Россия"", ""международные варианты""], ""remote_ok"": true, ""relocation_ok"": true}",,,"Русский — родной, Английский — B2","Хочет работать в значимых областях здравоохранения, которые реально меняют мир. Рассматривает три вектора: экстренная/стационарная помощь, медтех (не продажи), организация здравоохранения. Важна сильная команда, накопление экспыта, динамика — командировки ок. Возможно волонтёрское совмещение. Не интересуют продажи, лиды, маркетинг.",
112957319,romashkaevo,free,free,True,True,2026-07-01,11,0,"Построение антифрод-систем с нуля (rule packs, transaction monitoring, risk scoring), Написание и настройка detection rules: multi-accounting, bonus abuse, arbitrage betting, money cycling, affiliate fraud, chargeback fraud, Transaction monitoring frameworks: rule-based logic, velocity checks, behavioral analytics, Участие в обучении ML-моделей для детектирования фрода: feature selection, threshold tuning, PSP onboarding end-to-end: KYB, KYC, AML, UBO, Source of Funds, SOW, Проектирование payment flows для снижения acquirer и scheme risk, Compliance-документация: AML/KYC/UBO/SOF/SOW для high-risk и adult-продуктов, Работа с виртуальными кредитами/токенами (platform-only, non-transferable, non-monetizable), Adult content compliance: FOSTA-SESTA, 18 U.S.C. § 2257, DSA, GDPR в платёжном контексте, Chargeback management: работа с правилами Visa и Mastercard, dispute lifecycle, Построение и масштабирование антифрод-команд с нуля: найм, онбординг, KPI, процессы, Risk assessment бизнес-моделей и payment flows, Поведенческая аналитика, device fingerprinting, IP-анализ, SQL — уверенный пользователь, Инструменты: Sift, Sumsub, Ondato, Jira, Confluence, Управление командой до 10+ человек, включая удалённых, Построение процессов расследования инцидентов и эскалации, Payment architecture audit, MCC restrictions, country-level controls, Перевод сложного продукта на PSP-friendly язык для целей комплаенса","Head of Anti-Fraud, Head of Risk, Head of Risk and Anti-Fraud, Руководитель антифрод-подразделения, Руководитель отдела риск-менеджмента",,"Fintech, Payments, Gambling / iGaming, Banking, High-risk merchant, Adult platforms",,"Head / Senior Lead (15+ лет общего опыта, 8+ лет в антифроде на уровне Head, построение функций с нуля)",,,,"{""cities"": [""Санкт-Петербург""], ""countries"": [], ""remote_ok"": true, ""relocation_ready"": true, ""business_trips_ok"": true}",,,"Русский — родной, Английский — базовый/пассивный (предпочитает позиции, где английский не требуется или нужен минимально)",,
670064045,andreeyyrrr,free,free,True,False,2026-06-27,8,0,"Написание постов и новостного контента для телеграм-каналов, Адаптация контента под аудиторию, Модерация комментариев и урегулирование конфликтов, Управление несколькими каналами одновременно, Коммуникация с аудиторией","Контент-модератор, Администратор соцсетей / SMM, Копирайтер",,,,Junior,,,,"{""countries"": [""Россия""], ""remote_ok"": true}",,,"Русский — родной, Английский — A2 (с помощью переводчиков/ИИ)","Хочет попробовать себя в роли контент-модератора, администратора соцсетей или копирайтера. Нравится общение с аудиторией, написание постов, работа с конфликтными ситуациями в комментариях. Предпочитает удалённый формат с гибким графиком и неполной занятостью.",
367018080,alekseevaksunya,grandfather,grandfather,True,True,2026-06-19,81,1,"Рекрутинг респондентов для UX/CX-исследований (полный цикл), Управление воронкой рекрутинга и оптимизация конверсии, Ведение нескольких проектов параллельно (до 7 в неделю), Работа со сложными целевыми аудиториями (crypto/web3, международный рынок), Операционное ведение проектов в Jira и Confluence, Анализ метрик (конверсия отклика, доходимость, эффективность каналов), Разработка регламентов, шаблонов и базы знаний команды, Обучение и наставничество сотрудников, Кросс-функциональное взаимодействие, Работа с CRM-системами, A/B-подход к коммуникациям","Research Operations Specialist, Project Manager (IT), Руководитель проектов","Продажи, Холодные звонки, Активные продажи, Руководитель отдела, Руководитель команды, Team Lead","E-commerce, Международные технологические компании",,"Middle / Senior (12+ лет общего опыта, 5+ лет в UX/CX Research Operations, опыт руководства командой)",,,,"{""cities"": [""Санкт-Петербург""], ""countries"": [], ""office_ok"": true, ""remote_ok"": true, ""office_note"": ""офис не более 30 минут на общественном транспорте от проспекта Большевиков""}",,,"Русский — родной, Английский — B2, Испанский — A1, Французский — A1","Управлять процессом, вести задачи, искать решения, общаться с людьми. Важно видеть, как задача обретает целостность, закрывать на максимум по показателям, работать в связке с заказчиком и влиять на решение задачи. Не хочет заниматься продажами.",
473433077,niki_ta_6,free,free,True,False,2026-07-25,0,0,"Программирование ПЛК Siemens S7-1200, Пневматическая и электропневматическая автоматизация, Промышленная КИПиА, Пусконаладка систем автоматизации, Техническое обучение персонала, Оптимизация производственных процессов, Работа с оборудованием во взрывоопасных средах, Системы управления технологическими процессами, Разработка технологических процессов сборки и испытаний",,,"Промышленная автоматизация, Пищевая промышленность, Производство",,Middle/Senior (~5 лет опыта),,,,"{""cities"": [""Санкт-Петербург""], ""countries"": [""Россия""], ""remote_ok"": true, ""relocation_ready"": true}",,,"Русский — родной, Английский — C1",,
313894991,kamil709,free,free,True,True,2026-06-25,74,1,"Java, Kotlin, Backend разработка, Архитектура систем",Senior Backend Developer,,"Финтех, Банки",,Senior,,,,"{""cities"": [], ""countries"": [""Россия""], ""remote_ok"": true}",,,,Java/Kotlin бэкенд разработка с вовлечённостью в архитектуру и продуктовую часть. Важно понимать зачем делается работа и влиять на устройство системы.,
67749317,fjc_ett,free,free,True,False,2026-08-14,0,0,"Market sizing & competitive analysis, Go-to-market strategy, Unit economics & financial modeling, KPI systems design, Operations optimization & process redesign, Consumer research & expert interviews, Pricing strategy, Supply & procurement strategy, Business diagnostics, Team leadership (up to 11), Process automation, MVP building, iOS/macOS development",,,,,"Middle/Senior — опыт в стратегическом консалтинге, предпринимательстве и операционном управлении",,,,"{""cities"": [""Tashkent""], ""countries"": [""Uzbekistan""], ""remote_ok"": true}",,,"Русский — Native, English — C1 (Advanced)",,
779974896,zerxus01,free,free,False,True,2026-07-11,47,0,"PHP (Laravel 10-12), MySQL, Docker, Redis, RabbitMQ, бэкенд разработка, фулстек (PHP + Vue/React)","PHP Backend Developer, PHP Fullstack Developer (PHP + Vue/React)",Всё связанное с криптой/блокчейном,"Финтех, Геймдев / игровая индустрия",,Middle/Senior,,,,"{""notes"": ""только удалёнка из дома"", ""countries"": [""РФ"", ""зарубежные компании""], ""office_ok"": false, ""remote_ok"": true}",,,,"Разработка сайтов и веб-приложений, предпочтительно бэкенд или фулстек. Интересен финтех или игровая индустрия.",
575840515,kucherovaanyaa,grandfather,grandfather,True,True,2026-06-19,93,0,"продуктовый маркетинг, growth-маркетинг, рост метрик по всей воронке AARRR, запуск промо-акций и распродаж, A/B тесты и разработка гипотез, CRM-маркетинг и омниканальные кампании, сегментация аудитории, GTM-стратегия, работа с программами лояльности, спецпроекты и партнёрские проекты, кросс-функциональная координация (продукт, аналитика, разработка, дизайн), позиционирование и упаковка смыслов, продуктовая аналитика, CJM, JTBD, Яндекс.Метрика, data-driven маркетинг, управление проектами end-to-end",Продуктовый маркетолог,,"EdTech, Travel, E-commerce",,middle,,,,"{""notes"": ""Проживает в Москве. Не готова к переезду, готова к командировкам. Работа из России — обязательное условие. Приоритет: российские компании или международные компании, официально разрешающие работу из РФ. Вакансии только для США/Европы без возможности работы из РФ — не подходят."", ""cities"": [""Москва""], ""remote_ok"": true}",,,"Русский — родной, Английский — C1 (продвинутый)","Продуктовый маркетолог с чёткой зоной ответственности за конкретный продукт. Важно владеть продуктом, растить метрики и упаковывать смыслы/позиционирование. Интересны международные рынки, английский язык в работе. Тянет к тревел-среде и EdTech.",
503188380,nikdim_03,free,free,True,True,2026-06-26,25,1,"Android разработка (Kotlin/Java), Разработка мобильных SDK, Web3 / TON blockchain, Криптовалюты и крипто-кошельки, RPC-взаимодействие между мобильными клиентами и JS бэкендом, Работа в кросс-платформенных командах (Android + iOS)",,,,,,,,,"{""notes"": ""Цифровой номад, путешествует по миру. Резидент Парагвая. Может открыть ИП в России или Грузии. Нет визы в США — нужно уточнять условия найма у американских компаний."", ""cities"": [], ""countries"": [""Paraguay"", ""Georgia"", ""Russia""], ""remote_ok"": true}",,,,"Свобода и гибкость, возможность работать из любой точки мира, самостоятельность. Важно видеть реальный результат своей работы — что это приносит вклад и люди этим пользуются. Конкретная тема не принципиальна.",
243726955,MrDeniels,free,free,True,False,2026-06-26,0,0,,,,,,,,,,,,,,"Хочет создавать игры, в первую очередь заниматься геймдизайном — проектированием механик и игровых систем. Готов рассматривать смежные позиции: геймификация в EdTech, HR-tech, мобильные игры.",
5490279999,JuliaV2107,free,free,True,True,2026-06-25,35,0,"Филология, Лингвистика, Компьютерная лингвистика / NLP, Научные исследования и публикации, Разработка учебных курсов, Работа с текстом","Автор, Лингвист в NLP-команде, Автор публикаций в области искусства, культуры, литературы и лингвистики, Редактор научно-популярных текстов","Роли с большим количеством людей в подчинении / управлении, Роли с бюрократической рутиной",,,"Senior / эксперт (8 лет опыта, к.ф.н.)",,,,"{""cities"": [""Казань""], ""countries"": [""Россия""], ""remote_ok"": true, ""office_visits"": ""периодические встречи""}",,,"Русский — родной, профессиональный (написание текстов), Английский — чтение научных текстов","Работа с текстом, исследование и творчество. На дому с редкими выходами. Интересны филология, наука, искусство, обработка естественного языка.",
344031127,alpenveg,free,free,True,True,2026-07-23,3,0,"Тестирование платёжных систем (банковские карты Visa/Mastercard, 3DS, Apple Pay, Google Pay), Работа с платёжными процессингами (Adyen, UCS, SoftBank и др.), QA Automation на Golang (table-driven tests, testify, gomega), Функциональное, регрессионное и интеграционное тестирование, Составление тестовой документации с нуля (QASE, TestRail), Управление релизами и пост-релизный мониторинг (Kibana, логи), Координация нескольких команд в рамках релизного цикла, Онбординг QA-инженеров, Risk-based testing, SQL, Playwright, Postman, Git, Jira, Confluence, Agile / Scrum (в т.ч. роль Scrum Master)","QA Engineer, QA Automation Engineer, SDET","QA Lead / Team Lead, QA Automation на Java, Чисто мануальный QA без перспективы автоматизации","Fintech, Платёжные системы, GameTech / игровые платформы",,Senior,,,,"{""notes"": ""База в Барселоне, рассматривает удалёнку по всему миру"", ""cities"": [""Барселона""], ""countries"": [""Испания""], ""remote_ok"": true}",,,"Русский — родной, Английский — B2 (рабочие встречи, документация, менторинг), Испанский — A2","QA-инженер, совмещающий ручное тестирование с ростом в автоматизацию. Стек — предпочтительно Golang. Сфера — финтех, особенно платёжные системы. Интересно разбираться в том, как устроена система изнутри — бэкенд, интеграции, межсервисное взаимодействие.",
